Unnamed: 0,cefr,text_corrected,learner_id
162031,A1,"bello! This is the Paul's weekend: On Saturday: In the morning he goes swimming at 11:30. At 12:00 pm he has lunch. In the afternoon he reads emails at 4 o'clock. At 6:00 pm he eats dinner, and in the evening he watches TV at 10 o'clock. On Sunday: At 11:00 am he goes to the park and 11:30 he plays tennis with his friends. At 3:00 pm he goes shopping. At 8:00 pm he goes to the cinema and 10 o'clock he goes to bed. eye Marcelo",6423
40008,A1,"Dear Ms Thomas, they are thirty pens they are fifteen pencils they are twelve desks they are fourteen chairs they are thirteen computers the aresixteen headphones this one table in the office.",15431
188000,A1,"To: xxx@1234.com Our teacher likes books, dresses, computers and flowers. She doesn't like chocolate, jeans, necklace and earrings. dresses and computers are too expensive. And you don't know what kinds of books our teacher prefers. I recommend that you buy flowers. It's cheap and within your budget. What do you think?",53570
161890,A1,"My friend like sports. In Saturday, he goes swimming at 11:30 at the morning. In Sunday, he goes to the park and plays tennis. He goes to bed always at 10:00 at night.",120728
142093,A1,"Daniella bello! I'm Daniella. I'm from Brazil. I like surfing the internet, listening to music, swimming and going to the movies. I can speak five languages: Portuguese, English, French, Spanish and Italian. I like sports. I can play the piano.",11896
78640,A1,"My name is Luther Liu. I am forty years old. I live in Laws ,China. I am a manager. I am tall and slim. I have short and brown hair. I have big and brown eyes. And I have big ears and nose. My legs are tall and my feet are small.",105796
187096,A1,"Hi! Can you buy me a few things? I need some potatoes, two apples, some onions and peas. I also need some carrots, some beets and one garlic. To drink, I want a bottle of whine and some water. thanks! Allan",21919
109431,A1,"Basco's party. I'm 35 years old on Monday, February 2nd, and I having a party. On my party, I like to listen music, drink some beers and play video games. The party it's at my mom's house. It start at 5 o'clock. I hope to see you there.",169943
60579,A1,"hi. my name is joe I''m from mexico I live in mc allen tx city . there five people in my family my father ,mother, brother,my grandmother,and I",109182
42333,A1,"Hi, I'm Mai.I'm from ringmen,China,and I live there.I'm thirty-six.I'm like listening to music.Nice to meet you! eye.",25723
122700,A1,"The online catalog has these snickers - $79.00, this T-shirt - $30.00,these shoes - $ 59.00, this sweater - $ 69.00,this belt - $ 29.00, these pants - $39.99, this shirt - $30.00. Can i buy these clothes for you?",56716
39969,A1,"Dear boss, I'm going to check hard equipment in the office as belows: There are 13 computers,16 keyboard , 16headphones 12 desks, 14 chairs and one table. BTW, the stationary remain 30 pens and 15 pencils regards, Ian",97964
68145,A1,Hi. My name's Marcella. I'm twenty-seven. I'm from Brazil. I live in Senhor do confirm. I'm an engineer. I work in an office. I don't like my job. Marcella.,146377
90363,A1,"Hi ! This is the menu: vegetables chicken and rice cheese and ice cream What do you think about ? eye, Francine",146580
50501,A1,"Hi. My name's Fabriano Dias. I'm from Brazil. I live in Rio de Janeiro city. I'm thirty-six years old, Nice to meet you. eye!",158560
38925,A1,"Dear Ms Thomas, There are thirty computers, fifteen keyboards, fourteen desks and chairs in the office. Also, there are ten pens, twenty pencils, three headphones and phones. Lisandra",35247
27811,A1,"Hi, teacher! My name's Aline.How are you? teacher, I'm from Brazil, and you? My age is 23 years. Write to me.",116496
172461,A1,"Hi,Jane. talk along on Liverpool Road,then turn left on Green Ave. My house is on Green Ave.It's between a restaurant and a supermarket.My house is opposite the park. See you! Li liang.",37683
189090,A1,"Hi, thanks for your mail. Our teacher likes books, so we can go to a bookstore to choice it. maybe we could buy her some flowers too. teacher doesn't like phones, and I think these are too expensive, so we can't buy one. What do you think?",12490
152675,A1,"Hi teacher, My name's Giuliano. I have a wife and two daughters. I like eating italian food. I love eating pasta. I like meat too. On Saturday I go to the movies. On Sunday, sometimes we launch out. eye.%%",62062
36394,A1,"To Ms Thomas, List materials office: There are thirty pens There are fifteen pencilsThere are twelve desksThere are fourteen chairsThere thirteen computersThere are sixteen keyboardsThere are sixteen headphonesThere is on table By Felipe Moore",98968
147619,A1,My name in Lisa.I am form China and I can speak chinese.I like reading books and singing songs.I don't like doing sports.I can ride a bike but I can't drive a car.,52608
147515,A1,"Gil bello!! My name is Gil and I come from Brazil. I can speak English and Portuguese. I like playing the guitar, singing, swimming and riding a bike. I love listening music. Please write to me.",172163
129865,A1,"Welcome in my house you guys can find everything they need in this area. In this street there is an excellent market. In front, has a greengrocer and also a shopping on Benvenuto padre Avenue. Have a good time here.",105485
107698,A1,"Suzette invites you to his birthday party I'm 49 years old on Monday.February 13th, and I'm having a party. On my birthday,I'like to have dinner ,eat chocolate cake and dancing. The party at my dad house's.I's starts at 8 o'cloke.Hope you can come",160009
184872,A1,"Hi, Matteo! Could you buy a carrot, two onions, some beef, a can of peas, three tomatoes, a bag of rice, some cheese, a bottle of red wine and a bottle of water? Thank you",32814
149488,A1,"Hi! My Name's Kenya. I'm from Russia. I'm teacher. I speak Russian and English. I have a sister. Her name's Irina. She is schoolgirl. Do you have brothers or sisters? My favorite food is pizza. I like Chinese food, too. I don't like Japanese food. What food don't you like eating? I love watching programs about animals and play with my hamster. What do you like to do?",117770
45611,A1,"Hi! My name's Jose Maria. I'm thirty-one. I'm from Bahia, in Brazil. I like my country. I like playing the piano. Nice to meet you. eye!",52246
63693,A1,"I have two sons. They are very beautiful. Gabriel have 22 years old. He is tall. He''s intelligent and studying engender. Vinci have 4 years old. He''s very cute. But, sometimes, he is very boring.",61490
13966,A1,"(Marcelo) - bello, my name is Marcelo! What's your name? (Silver) - Hi Marcelo, my name's Silver. (Marcelo) - What's your phone number? (Silver) - It's 123 4567. (Marcelo) - thanks, Silver. Nice to meet you! (Silver) - Nice to meet you, too!",16151
186960,A1,"Hi! I would like cooking for you tonight. Can you buy me pork, three oranges, a packet of noodles, a can of peas, some tomatoes and a bottle of white wine. Please, bring me also a loaf of bread.",92042
176842,A1,Hi! I think you should buy a purple top because is beautiful and cheap and a red hat because is different. I hate a orange summer skirt and I dont like other clothes. eye!,33505
40346,A1,"Dear Mr Thomas, There are 3 computers and 3 keyboards also. There are 3 desk and there are 10 chairs. There are a great many pens and pencils there is not earphones and headphones regards",1445
158804,A1,"Hi! My name is Anna. I'm from Taiwan and live in Taiwan. I'm twelve years old. There are four people in my family: Mon, had, my brother and I. My mother is thirty and my father is forty. My brother is ten years old.%% I can speak Chinese and English. I can cook and ride a bike. I can't dance, sing, and drive. eye! Anna",161042
164095,A1,"The weekend my friend is very busy. In Saturday at 11:30 He goes swinging, at 12:30 He eats lunch, in the afternoon 4:00 o''clock He reads his emails, in the evening He dinner at 18:00 o''clock, then at night watch TV 22:00 o''clock. In Sunday in the morning at 11:00 He goes to the park whit fiends, He play tennis in the park 11:30, in the afternoon at 3:00 o''clock He goes shopping, in the evening at 20:00 o''clock He goes to de cinema, at 22:00 o''clock He goes to bed",65598
45171,A1,"bello! My name is Diego Ramon. I'm twenty-four years old. I'm from Teresina, Brazil, where I live too. Nice to meet you. goodbye! Diego Ramon.",133007
28771,A1,My name is Wang mingling.I am a men and thirteen .I come from changs.I am a after sales manager for auto. I want to improve my English level.I will study hard. Thank's.,165712
169196,A1,Go ahead on liverpool Road an turn left. My you is opposite park and next to the restaurant. See you later.,81403
132035,A1,"My good friend, welcome to my home! Let me introduce the situation about this area. My house is on the Renan street. There is a market opposite my house. There is a factory next to the market. It is on the right side of the factory. There is a kindergarten on the left side of the market. I will come back as soon as my possible. Have a good time!",8960
14701,A1,"Hi, teacher Good night! My name's Margarida Arago. I'm from Bahia. I have three brothers and five sisters. My family is great and beautiful. See you soon. Margarida",14763
2538,A1,"Hi, my name's Pablo, I'm from Brazil, I'm work as System analyst and I'm here to learn english. I want to improve my languages skills to get new opportunities... My phone number is ######## , no no I'm just kidding, bye...",36789
10201,A1,"Hi, my name''s Fernando Free I live in Brazil and I start to study english today... I have to study every day!!! Thank''s =]",74598
30329,A1,"bello, my name is Eva Linsk, I really want to learn English because I want to live in Massachusets. andnbsp;andnbsp;andnbsp;andnbsp;andnbsp; I'm really loving the classes but still feel many difficulties. andnbsp;andnbsp;andnbsp;andnbsp; A big hug.%%",126480
186033,A1,"bello Susan. Can you buy me some breads, some chicken, three tomatoes, a onion, a bag of rice, and a bottle of wine. If you want, I can cook. See you later. Alex",27796
169341,A1,"Don't worry, Jane! You're near my house. talk down Liverpool Rd. and turn left at Green Ave. My home is between the supermarket and restaurant.",158227
123172,A1,"The clothes shop is on sale, sneakers 79.00 dollars,M shirt 30 dollars ,black shoes 59 dollars, S sweater 69 dollars. belt 29 dollars, L pants 39.99 dollars, what do you want buy?",35118
90168,A1,"Well, I'll cook for you the following. Startex cheese and soup. chicken with a delicious vegetables and fish with rice like main course. Beer and coffee like drinks. The dessert will be ice cream and cookies.",122701
21084,A1,"Hi, how are you? My name is Manuela Hoffmann, i'm from to Porto Alegre, Brasil. What's your name? Nice to meet you.",134303
151631,A1,"Hi, my family consist of me and my wife. eating most fast food, pizza, barbecue and feijoada. We likes drink wine.",166706
135562,A1,"Hi Tommy, sorry, I'm busy. Right now I'm working in the office and I will be overtime working until ten o'clock tonight.",53570
131618,A1,"Hi ! friends welcome to my house, see the list of places that on the table , and see also the map . Have many leasure to you guys, movie , theater , parks , swimming pool . bus station, beach , train station also police station... this is very important okay . All is near of my house. eye see you soon. samuel",39282
46723,A1,Hi! My name's is Enrique I'm Thirty-six years old I'm from Mexico. I live in Chihuahua I like to music pop. I like know Canada Nice too meet you eye!,91027
74901,A1,I'm Silvia. I'm 36. I'm from Mexico. I live in Aguascalientes. i'm an student. I work in an office. I don't like my job.,33007
128247,A1,"Hi Adriana, welcome to my apartment building in the center of town. Across from the building there's a restaurant and a bank. On alcalde avener there's a park and next to the park there's a book store. As you can see, it's a convenient place to live.",40704
56501,A1,"HI rise to met you, my name's Amandie im 44 im from mexico but i live in is i have a sister and a brother my sister is 35 year's old and my brother is 55 they live's in mexico",87382
166323,A1,"There is a bed,a lamp, a secretaire,a chair in my bedroom. There are four chairs,a sofa, TV,DVD in my living room. There is a shower in my bathroom.There is a refrigerator,a microwave, a cooker in my kitchen. I think my room is beautiful.",46077
172666,A1,"""The Paper warehouse"" is the only company that offers bulk-buy discounts, but still, they do not offer a loyalty bonus. Even so, ""The Paper warehouse""'s bulk-buy are tempting, compared to their competitors. If ""The Paper warehouse"" offer us a loyalty bonus, then we can have a deal with them.",1316
142817,A1,"I am Ingrid. I live in Brazil. I like outdoor sports, but often only the academy. sometimes I like to cook, I like listening to music. I speak Portuguese, but I'm studying English.",78703
156604,A1,"Hi! My name's Carlos. I'm 44. I'm from Brazil. I and my family live in Rio Prebo. There are three people in my family: my wife, my daughter and I. My wife's thirty-eight and my daughter's four months. I can speak Portuguese and English. I can play tennis and swim, but I can't sing and dance. eye! Carlos.",68907
140097,A1,"Hi Gabriel , sorry , I'm busy. Right now I'm eating my lunch . I can't see you now. sorry . I can't see you now . I'll call you later . kisses. eye !",46471
25590,A1,"bello, teacher. My name's Ian, nice to meet you. Despite not having known you, yet. Havana! So, i'm waiting for your feedback. Have a nice job ^^/",60306
176740,A1,Why don't you buy a shirt? I think you should buy a blue shirt. The blue shirt is nice. How about the sweater? The sweater is expensive. The T-shirt is cheap.,115256
109766,A1,"Roberta's birthday invite bello my friends! It's my birthday next Saturday... I'm having a party at my home Let's eat cake, dance, sing and play video game The party starts at 8 o'clock Don' worry about presents Hope you can come!",70374
126940,A1,"Hi Linda! This store on sale,do you want buy some? White t-shirt:30.00 dollars,M size. Black shoes:59.00 dollars,9.0 size. pink sweater:69.00 dollars,S size. Brown pants:39.99 dollars,L size.%%",164932
167476,A1,"its color is green , l have a computer, there is 3 beds and a TV, there are 2 doors and 2 windows it's beautiful , and big, l like it, my room is finished and the window is behind in the wall , the beds between the curtains ,, we have a computer and play station ,, we plays in the afternoon at 7 o'clock l do the homework at 8 o'clock.%%",56648
24139,A1,"bello my name is Neile, l have 21 years,l live in Jericoacoara,Ceara.I like in the kitesurfing, nice to meet you!",78235
99521,A1,"Hi! My name's Tare My favorite day is Friday On Friday I get up at 9 O'clock ,have a shower and brush my teeth . At 10 O'clock I have a breakfast with my family At 2 O'clock in the afternoon we have the lunch and watch the To. At 8 O'clock in the evening we have the dinner and drink juice At 11 O'clock we go to the bed . I love Friday !",169018
27960,A1,bello! My name is Eugenia. I live in Sochi. I am twenty seven years old. I'm working as an accountant in a cleaning company.,81306
68329,A1,"Hi: My name is butterfly, I'm twenty-nine years old.I'm from China . I live in Anti.I'm a engineer, I work in the office but I don't like my job.",24366
46139,A1,"bello, I'm Judith, I'm twenty-two year old. I'm from CostaRica, but I live in Trieste, Italy. I like listening to music and play football. nice to meet you! bye Judith",100794
90903,A1,"Hi! This is the menu on my birthday patty. Startex:vegetables,cheese. Main courses:chicken and potatoes,bear and rice. dessert:ice cream and cake. drinks:bear,wine,juice,water. eye. Irina.",55823
76470,A1,My name is Edith. I'm old but have a young face. I have long brown hair and small brown eyes. I am tall and slim. I have long legs and thin arms. I am happy and gentle. Love!,2646
97560,A1,bello! My name is Valery. I'm programmer and I'm 51. My favorite day is Monday. On Monday I get up ten o'clock. I have shower and brush my teeth. At 11 o'clock I go to my work. I go home at 4 o'clock. It's my shortest working day. I like it.,102314
177284,A1,"bello,I think you should buy the purple top and beige sweater.The beige sweater is nice.Why don't you buy the White pants? The White pants are expensive.How about the Red hat? The red hat is cheap.%%",152691
46368,A1,"Hi! My name's Gilson Santos I'm thirty-three years old. I'm from Punta Gross, in Brasil. Nice to meet you. eye",138888
121917,A1,"The online catalog has job,It's black pants,white shirt and brown shoes. The online catalog has mom.It's red or pink dress. The online catalog has bob.It's belt. The online catalog has blue shirt and new sneakers.",15739
38556,A1,"Dear Ms Thomas There are 16 keyboards and 12 desks and 14 chair and 16 headphones in the office. Also, there are 30 pens and 15 pencils in the stationery and there is 01 table.",135824
134636,A1,My neighborhood is little. There is a italian coffee in front the my house. There are a lot supermarkets and sports store. There is a nike and camping sport. There is a bicentenaries 2000 park. It's on the street independence .,54745
59814,A1,"Hi! My name is Shauna. I'm fourteen years old.I'm from Moscow. There are three people in my family: my father, my mother, and i. My mother is thirty-nine, my father is forty three. I live with my parents. how about you? how many people in my family?write soon. Before the meeting.",140150
76453,A1,My name is Chen. I'm 23 year old. I'm a chinese young girl. My joy is char. My works in office. I have a smile black eyes. I am tall and smile. I have long black hair. My like colour is pink. because pink is very lovely.,41987
43409,A1,Hi! My name is Corinne. I'm forty-three years old. I'm from France. I live near Paris I like playing piano. Nice to meet you Good bye Corinne,24241
133428,A1,Welcome to My house . There are many things near My house . Next to the hotel there is a swimming pool. There is a museum on Green Street. opposite the museum is a good department store. There are many restaurants on Station Street.%%,64341
10398,A1,hi my name is Alea . I'm from SA . I had bachelor in physical therapy and i want to improve my english language because i will complete my Master in USA,72154
97621,A1,This is my opinion regarding my favorite day of the week: My favorite day of the week is friday. In that day I don't go to my office. It's my rest. I can play football with my friends.,49398
128763,A1,"bello. Welcome to Novosibirsk. Take a taxi and go to Gongola Street, ##. My apartment is next to the underground station. It is opposite the department store.",19736
129917,A1,"Hi, you are welcome. feel comfortable in my house. In front of the house has a restaurant and next door and has a bus station. There is a opposite department store on bus station. soon I'll be coming. eye. Leonardo",49285
45922,A1,"bello Anna! I glad to meet you. My name's guiling Lin. I'm forty-two years old. I'm from Taiyuan city,but I live in ringmen city. Nice to meet you too. eye! guiling Lin",18851
23256,A1,Hi teacher! How are you? I'm Fernando Madeira and I'm 28 years old. I'm computing engineer and I'm very excited with learning. I'm beginning at Englishtown school recently and I hope talk to you. Hugh!,115021
137517,A1,"Hi sure, sorry, I'm busy. Today my wife has gone out with her friends. Right now I am taking care of my daughter, and cooking lunch for her. After that, I'm going to clean my house. I hope see you next time.",131669
71919,A1,"My name's Daniel. I'm 27 years old. I was born on 2th of October in 1984. I'm from So Paulo, Rio de Janeiro, but now I live in Rio de Janeiro. I'm a lawyer and I work in court of audit. I like my job.",141749
71594,A1,"Hi, my name''s Lina, I''m cherty-four. I''m from Colombia. I live in Mexico City, I''m a secretary, i work in office. I like my Job.",48673
83069,A1,This dark blue skirt - $15 This light yellow t-shirt - $10 This light green pants - $20 These light red socks - $5 These white shirts - $30,17097
63413,A1,"bello Maria! Nice to meet you! My name is men.I'm forty-two years old.There are five people in my family:my mother,my father,my wife,son and I. We are Chinese.We live in Heenan,China.%%Welcome to my hometown. See you than. men",55461
109289,A1,"MARINALVA I INVITES YOU TO HR BIRTHDAY PARTY. Hi! I'm 49 on saturday. I'm having a party at my house. Let's eat cake, dance and sing. The party starts at 8:30. Hope you can come! Marinalva",48990
179751,A1,"Hi, My name is ray I'm 34, I live in jinsha,China .I'm a business person.I lucky number is 3\6\9.I have a daughter ,she is the apple of my eye.",33659
104572,A1,"Hi,My name's shavian Liu.I love the on Sunday! On Sunday, I get up at 8 o'clock,I have breakfast at 9 in the morning.At 10 o'clock,I go swimming.At 11:30, I go home and watch TV.%% I have lunch at 1 in the afternoon. In the afternoon, I meet with friends.Then we go to the movies. I like sunday! What do you like?",12640
101220,A1,"Hi, my name's Lily Zhang. I'm 28. I'm a teacher, I work in a school. My favorite day is Saturday. On saturday, I get up at 10 o'clock in the morning. I don't have breakfast. I have lunch at 12 o'clock. In the afternoon I play tennis or play basketball. At 6 o'clock I have dinner then I go to shopping with my family. I go to bed at 11 o'clock. I love saturday. What day do you like?",6628
48905,A1,"Hi! My name's Enrico. I'm forthy-five years old. I'm from Torino, in Italy. I love play chess, see movie, read the books. Nice to meet you. eye!",93059
9164,A1,"My name's Ludd, I'm from France. I live in a ski resort in Alps. I'm 28 years old. I work as a webmaster in a french company, and in a restaurant.",64239
177948,A1,"Name: Linda Age: 34 birthday: 16 October Like doing:singing,surfing the internet,playing tennis,watching TV Lives in: Lophura,Thailand favorite Season: spring animal: dog Time : morning Day: Sunday Number: 7 I can sing good but I can't dance.",10061
28904,A1,"Help! How are you? My name is Brunn, i'm twelve years old. I'm from Brazil to So Paulo. I want learn english because i'm journalist. eye Brunn",36995
34786,A1,there are five computers There are six chairs There are tow desks There is one pen There are ten pencils There are three key boards,138378
52854,A1,"Hi teacher. My name's Mike.I'm thirty-four years old. I'm come from Chengchou,in China. Nice to meet you eye",6415
164168,A1,On Saturday at 11:30 his goes to swim. At 12:30pm his eat lunch. At 4:00pm his read emails. At 6:00pm his dinner eat. At 10:00pm his watch TV. On Sunday At 11:00pm his go to the park with his friends. At 11:30pm his play tennis. At 3:00pm his has free time. At 8:00pm his goes to the cinema. At 10:00pm his go to bed.,23766
169879,A1,"Hi Jane, you are on Gold Street, go straight ahead, turn right on London Road, and then turn right, my home is on Green Avenue, it's opposite to the park. Zhongwei.Yang",103473
85955,A1,This pink shirt is 9 dollars. This black skirt is 10 dollars. Those orange suit and gray pants are 20 dollars. Those gray shirt and blue shirt are 25 dollars. That yellow bag is 30 dollars.,47058
176583,A1,"Hi, The fashion store is convenience for internet. I think you should buy that red hat. The red hat is cute and price is cheap for $9. I think you don't buy that white pants. The white pants is old fashion and expensive for $32. Janet.",46827
122598,A1,"bello friend. The online catalog has clothes a sale. They don't have jeans or black hat. But, they have the sneakers 79.00 dollars, shirts 30.00 dollars, black shoes 59.00, etc. The look online catalog.what you want? Act, Kesia",99231
86936,A1,The pink top: 20 U.S. dollars. The black dress: 15 U.S. dollars. The orange dress: 25 U.S. dollars. The grey top: 10 U.S. dollars. The grey skirt: 5 U.S. dollars. The black skirt: 8 U.S. dollars.,58817
158669,A1,"bello! My name's Marina. I'm from Russia. I live in Perm. I'm thirty-five. There are four people in my family: my husband, my daughter, my sun and I. I can speak Russian and German. I can cook, drive and dance. eye!",168190
114401,A1,"I live in Teresina, Brazil. In winter it's cool, windy and sometimes rainy. But isn't cold. In summer is too hot. Don't have spring and autumn. It's always hot. So, always wear shorts and t-shirts. Never wear coats.",89236
130353,A1,"In my town there is a peak and a park.There is a train station, bus station and a hospital.The park is on Alexis Jaret.There is a train station opposite the park.There train station is next to hospital.The peak is between the park and camp of football.",52212
33967,A1,bello! My name is Derrick Sun.I am live in JiangSun Suzhou.Today is my first coming in EF!Please guide!thanks a lot!,146477
133279,A1,"Hi, There is a police station and a bus station in my town. There is a museum on street. opposite to the museum, there is a restaurant. Next to the museum, there is a library. There is a movie theater between restaurant and bus station.",120235
160195,A1,"At weekend, he is busy. On Saturday, he goes swimming at 11:30 in the morning. In the afternoon, he eats lunch at 12:30. He reads his emails at 4 o'clock. He eats dinner at 6 o'clock in the evening. He watches TV at 10 o'clock. On Sunday morning, he goes to park at eleven o'clock. He plays tennis at half past eleven. He goes shopping at three o'clock in the afternoon. He goes to the cinema at 8 o'clock in the evening. At night, he goes to bed at 10 o'clock.",18686
138360,A1,"Hi Paul, sorry, I would like to welcome you today here in my home, but I'm busy doing a work the College for deliver tomorrow, can you come back other day? sincerely. Elie.",119534
183707,A1,"Hi, can you buy me ten eggs, an onion, a bottle of beer, 500g garlics, 500g rice. some pork, two apple, 500g fish. Would you like have a dinner with me?",139949
33128,A1,"Hi,my name's lin hausen,I 23 years old this year ,I'm from zhanjiang. I love of reading and the Internet,I'm a outgoing person,like making friends.In this university.I will actively participate in various activities to enrich my university life,I will also constantly exercise oneself.%%let oneself become more mature",67970
41963,A1,"bello teacher! My name's Rick. I'm twenty-six years old, and you teacher how many years he/she has. I'm from Salvador Bahia in Brazil.You live the one where teacher. Nice to meet you. Gilbye Rick.",54637
186792,A1,Hi Can you buy me the following: three apples a carrot two bananas a can of tomatoes a bag of rice a box of cereal,110591
102093,A1,"My favorite day is Sunday, because I'm free all day. On Sunday I get up at 10 o'clock. I have a shower and brush my teeth. In the morning I watch TV. In the afternoon I meet friends, we go to the movie. I have dinner in the restaurant. In the evening I surf the internet and listen to music, but I soon go to bed because the next day I need wake up early to go to work.",152087
147491,A1,"- Tom Parker, head of marketing from passive Records - Order no. 375221, sale by Simon Hunt - Cd cases not delivered yet - shone ##########",17464
176661,A1,"Hi! What don't you buy white pants? No, no, these pants are expensive. I think you should buy red hat. The purple top isn't nice. How about the orange summer skirt? This skirt is cheap.",82538
24280,A1,bello! I''m Marta. I''m from poland but I live 5 years in german. I''m 34 years old. I''m mother. I have one son. He''s 2 years old. I love him very much. I''m german and polish teacher.,132974
146315,A1,My name's Regina. I'm from Brazil. I like cooking and eating. I don't like singing and dancing. I can't drive a car. I can speak Italian and Portuguese. I like walking and reading.,30937
109354,A1,"Marcos invites you to my birthday party I'm 60 years old on the next week on saturday and I'm having a party. on my birthday, I like to have dinner, eat cake, listen to music and dance. The party is at my house. It starts at 8 o'clock. Hope you can come!",105982
141192,A1,bello! I'm Adamson. I'm from Brazil. I like playing football. I live in Sao Paulo. I don't like dancing but I like listening to music. I can speak portuguese and english.,91063
